weblink (doi, website)	Paper_name / source	City	Infra-urban territorial unit	Category	Sub-category	Year	Year (end)	Indicator	Value	Unit	Per capita / total	OBS
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Oil	0.50	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2001		Natural gas	31.10	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2006		Natural gas	31.10	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Natural gas	31.10	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2001		Hydropower	0.40	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2006		Hydropower	0.40	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Hydropower	0.60	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2001		Nuclear	27.20	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2006		Nuclear	21.90	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Nuclear	23.10	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Off-site wind	1.60	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		Other	1.90	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2001		GHG emissions factor	487.37	t CO2e / GWh	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2006		GHG emissions factor	511.17	t CO2e / GWh	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity sources	2011		GHG emissions factor	457.47	t CO2e / GWh	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - residential	12.40	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - commercial / institutional	11.10	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - industrial	11.40	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - transportation	0.50	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - other / energy industry	3.10	%	total	energy industry
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - other / exports	0.30	%	total	exports
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	electricity consumption	2011		Electricity consumption share - other / conv/trans/distr losses	61.30	%	total	conv/trans/distr losses
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	stationary energy consumption	2011		residential	23.60	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	stationary energy consumption	2011		commercial/institutional	13.20	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	stationary energy consumption	2011		industrial	20.80	%	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Energy	stationary energy consumption	2011		other / transport	42.40	%	total	transport
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Electricity consumption (GWh) - renewable	54.00	GWh		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Electricity consumption (GWh) - renewable	57.00	GWh		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Electricity consumption - grid	66062.00	GWh		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Electricity consumption - grid	65546.00	GWh		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2009		Electricity consumption - grid	68215.00	GWh		indicated as 2011 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2009		Electrical line losses	11500.00	GWh		indicated as 2011 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Total electricity consumption	66116.00	GWh		indicated as 2001 in the publication - not sure.calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Total electricity consumption	65603.00	GWh		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2009		Total electricity consumption	68215.00	GWh		indicated as 2011 in the publication - not sure. calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Total electricity consumption	238017.60	TJ		indicated as 2001 in the publication - not sure. calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Total electricity consumption	236170.80	TJ		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2009		Total electricity consumption	245574.00	TJ		indicated as 2011 in the publication - not sure. calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Natural gas	266366.00	TJ		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Natural gas	285574.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2011		Natural gas	242676.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Fuel oil	52634.00	TJ		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2007		Fuel oil	52080.00	TJ		indicated as 2006 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2011		Fuel oil	40992.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Coal	1428.00	TJ		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Coal	1092.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2011		Coal	1638.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2002		Biomass/biofuels	3612.00	TJ		indicated as 2001 in the publication - not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Biomass/biofuels	12012.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2001		Total energy consumption (heating + ind. fuels)	320428.00	TJ		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2006		Total energy consumption (heating + ind. fuels)	342358.00	TJ		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2011		Total energy consumption (heating + ind. fuels)	297318.00	TJ		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	stationary	2011		Total energy consumption (res & comm heating)	255693.48	TJ		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2001		Gasoline	86052.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2006		Gasoline	68208.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2001		Diesel	127010.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2006		Diesel	138096.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2001		Jet fuel	200000.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2006		Jet fuel	253000.00	TJ		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2001		Total energy consumption - transportation excluding marine/jet fuel	213062.00	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2006		Total energy consumption - transportation excluding marine/jet fuel	206304.00	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	mobile	2011		Total energy consumption - transportation excluding marine/jet fuel	206304.00	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	total	2001		Total energy consumption - stationary + mobile	771507.60	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	total	2006		Total energy consumption - stationary + mobile	784832.80	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	total	2011		Total energy consumption - stationary + mobile	749196.00	TJ		calculated. 2006 and 2011 assumed equal
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Coal	3.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Coal	5.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Oil	1.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Oil	2.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Natural gas	2.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Natural gas	4.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Hydropower	15.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Hydropower	12.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Nuclear	76.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Nuclear	78.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Off-site wind	0.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Off-site wind	0.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2011		Off-site wind	0.30	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Off-site solar	0.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Off-site solar	0.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2001		Other / waste and others	2.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2006		Other / waste and others	3.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity sources	2004		GHG emissions factor	84.41	t CO2e / GWh		indicated as 2006 in the publication.
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity consumption	2011		Electricity consumption share - residential	41.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity consumption	2011		Electricity consumption share - commercial / institutional	42.00	%		
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Energy	electricity consumption	2011		Electricity consumption share - industrial	13.00	%		
